,0,1,2,3,4,5,6,7,8,9,10,11
0,0.94064236,-0.8722495,0.186341,-0.21803214,-0.013282505,0.9125817,1.6471686,-1.9031187,0.55552626,-0.53467226,-0.37058342,-0.36123958
1,0.6973966,-0.58663523,-0.064360954,-0.20059441,-0.3601891,-0.686468,-1.3211417,-0.26219755,-1.8065846,0.39237222,-0.13369285,-0.24171162
2,0.35170516,0.91123325,-1.6135839,-0.24585967,-0.5935325,-1.1362435,1.1388054,0.48364604,0.4993771,0.78931034,0.20623142,-0.33648357
3,-0.2552244,0.35439417,0.0046884394,-0.24264784,-1.0808882,-0.11515558,-0.37711722,-0.71560013,0.7141616,-0.6493157,0.27999654,0.34570384
4,-0.2552244,0.35439417,0.0046884394,-0.24264784,-1.0808882,-0.11515558,-0.37711722,-0.71560013,0.7141616,-0.6493157,0.27999654,0.34570384
5,0.35170516,0.91123325,-1.6135839,-0.24585967,-0.5935325,-1.1362435,1.1388054,0.48364604,0.4993771,0.78931034,0.20623142,-0.33648357
6,0.23243085,-0.13031554,0.32897553,-0.21457134,-0.038244095,0.29779485,0.00912276,-0.8615576,-0.9282765,0.5442547,-0.25061756,1.0416697
7,0.94064236,-0.8722495,0.186341,-0.21803214,-0.013282505,0.9125817,1.6471686,-1.9031187,0.55552626,-0.53467226,-0.37058342,-0.36123958
8,0.6973966,-0.58663523,-0.064360954,-0.20059441,-0.3601891,-0.686468,-1.3211417,-0.26219755,-1.8065846,0.39237222,-0.13369285,-0.24171162
9,-0.47673497,-1.6968396,-1.436264,-0.23449032,-0.85243094,-0.4630941,-0.91115797,0.93826723,-0.08019345,-0.48143527,-0.09747706,-0.06443424
10,0.5585578,-0.18825833,-1.5496533,-0.341083,1.0133667,1.0513498,0.017508443,1.639292,-0.091676965,0.17935134,-0.17850213,-0.13863787
11,0.87291914,1.0897229,-2.3072267,-0.28972423,0.18432161,-0.59144473,-0.20206943,0.11673269,-0.0151128145,0.22329973,-0.5021924,-0.09144723
12,0.5409637,1.0467854,-1.7571012,-0.38260695,1.0873374,-0.61342764,0.20092422,1.0215702,-0.48660657,-0.14069828,-0.108234465,0.28438008
13,-1.0965186,-0.22241026,0.60464376,-0.21789321,-0.547338,-2.1058614,-0.19095726,1.6812274,0.825236,-1.0695076,0.18363178,-0.00010164551
14,1.2233213,-0.40372655,-0.73377985,-0.35356367,1.8059741,0.31077012,1.0198913,-1.0360206,1.9969392,0.7149692,-0.37936106,-2.4592202
15,-0.12140387,-0.15020211,-0.0006589384,-0.23392403,0.39141333,-0.28763,-0.34711793,0.9926352,-0.72453606,-0.8782021,-0.39956385,-0.09110411
16,-0.7996589,0.06821799,-0.2972471,-0.12274851,-0.79791623,0.14654122,0.12510331,-0.37056857,-1.4617748,2.7485073,-0.1340379,1.4666358
17,0.7158566,-0.091516145,-0.08549668,-0.24721926,0.23349413,0.5292732,-2.600022,0.36734757,0.36726308,-0.033109654,-0.48733494,-0.56993496
18,0.0038679456,-0.061327368,-0.050388653,-0.23497719,0.105951056,-0.15980764,0.37246647,-0.86273915,-0.67946017,0.64349186,-0.30543163,1.30726
19,-0.41014716,-0.18925472,0.9301867,-0.0124436375,-0.19134232,-0.15105829,0.4270627,2.1956608,0.4612032,3.717061,-0.075653575,-2.5712938
20,0.6729422,0.71950626,0.31796193,-0.110359766,-0.8321784,0.5416378,-0.21198201,0.7355926,-0.6998575,0.44164813,-0.11017141,-0.748805
21,-0.7762775,0.41832042,-0.3513436,-0.18262048,-0.6517287,-2.0379684,0.18173084,0.799204,-0.3452324,0.4745155,0.15571217,-0.73137295
22,-0.103071064,0.6191817,-0.8186389,-0.3835822,0.3100842,0.78058,-2.037065,-1.1812861,0.17575209,3.765719,0.75285447,0.77553993
23,0.31244853,-2.522162,-0.20415793,-0.17482127,-1.0371479,-1.4656609,-1.6193775,0.25865304,-1.5559802,-0.13792141,-0.041616365,-0.3879101
24,-0.45205358,0.29341817,0.87318826,-0.24676514,-0.45037115,-0.377202,-1.5627041,-1.0280632,1.6689085,-1.0787696,-0.22646976,0.33382607
25,-0.2811199,1.1526345,-0.36694497,-0.18826859,-1.0984873,-1.9003092,-0.7118505,0.23839629,-0.30527648,0.20113492,0.14939404,-0.080153175
26,0.4805037,-0.81971884,-0.02715892,-0.2542071,-0.18930528,-1.499155,0.25590736,0.17526992,0.44084933,-0.0017436013,0.11951912,-0.2503147
27,0.6630031,-0.062144306,-0.32825163,-0.2730466,-0.22402442,-0.040552057,-1.4580461,1.1204053,0.19515993,-0.3294208,0.19213808,-0.80335784
28,-0.78162456,-0.24564202,-0.23450242,-0.38914683,2.116825,0.54804975,-0.21776679,1.2045693,0.44066104,0.31254816,-0.23927575,-0.054263912
29,1.428496,-0.13122708,-1.5118237,-0.31602004,-0.08069072,-0.886871,-0.035428766,-0.21387759,1.1096002,-0.32684898,-0.22177981,0.21198365
