,0,1,2,3,4,5,6,7,8,9,10,11
0,-1.0257323,4.7240887,3.7201407,0.41663468,-2.0613034,-1.157902,0.36997333,-2.2618463,1.553116,-0.057003878,0.5558591,-0.19366527
1,-1.8655117,6.553886,-1.3612251,-0.5301406,-0.17445475,-1.172736,0.61692995,-0.50816935,0.53410435,-0.0006228421,-0.43651274,0.3928262
2,-2.1789846,6.841037,-1.0863347,-0.46054876,0.8844624,2.3107705,0.9275375,-0.10232267,0.91991884,0.673699,-0.071239,-0.22251526
3,-0.25181338,5.3938217,1.5234536,0.16693565,0.5400658,0.32356027,2.681249,0.071046874,-0.09006989,-1.1759287,0.79483706,-0.07632983
4,-0.47184968,5.711445,2.8678136,-0.93083274,-0.7260901,-1.3109746,1.1924833,-1.0837395,0.45216417,-1.0773233,0.09277813,0.32282653
5,-1.6017112,5.0770073,-0.32879424,-0.7840558,-0.19067429,-0.03402365,1.616087,-0.35494223,0.22136222,-1.0601703,0.5980862,-0.12697361
6,-0.30975407,7.4270363,2.8107822,0.8236712,-0.11201196,2.1248527,0.8693246,-0.88128436,1.6448098,1.485621,-0.11667586,0.14298691
7,-0.33034778,7.532776,2.8739855,0.8742306,-0.093076624,2.0966697,0.97090346,-0.7393858,1.5664706,1.4354948,-0.17564587,0.13460635
8,-1.635649,3.8231726,0.17112075,0.0044468837,-2.0761557,0.20742056,1.0236304,-1.0579203,1.1942853,-1.3146181,1.0298625,0.07127477
9,-0.47184968,5.711445,2.8678136,-0.93083274,-0.7260901,-1.3109746,1.1924833,-1.0837395,0.45216417,-1.0773233,0.09277813,0.32282653
10,-1.0380638,4.422822,-0.2825797,-0.64206237,0.33599064,-0.35488304,0.76252186,-1.073277,0.17692064,-0.8748467,1.3136322,-0.24428673
11,-0.34139174,5.1400666,0.48226118,0.21872072,-0.1766888,-0.60869104,0.7576464,-1.3620653,0.58750474,-0.12466385,0.91304314,-0.044732165
12,0.07045237,4.260684,-0.011695294,-0.09803758,0.37814733,-0.71595,1.1342385,-1.6836727,0.5546853,-0.5042409,1.3334962,-0.10181239
13,-1.4833671,4.047548,-0.45940712,1.0141411,-0.4950914,-0.4272757,0.40241683,-0.56139183,1.6607207,-0.40604153,1.1407082,0.2713245
14,-1.8566021,4.1335564,-0.55617326,0.8995769,-0.79792327,0.07485236,0.53210896,-0.36829716,1.7562748,-0.3415182,1.0874522,0.2604672
15,-0.02695458,5.653239,0.26318187,0.071790114,0.8617295,-1.2277579,0.6747715,-1.5562047,1.2043282,0.27861863,0.18872485,0.35092002
16,-1.0042416,6.120767,-0.27721995,-1.035962,1.5988348,-1.9962728,0.72984755,-1.212422,0.6468628,0.10888402,-0.2719149,0.24437906
17,-1.1955382,5.8546166,1.0223293,0.32225206,0.3626666,-2.2934942,1.622451,-0.40145522,0.9466973,0.25866643,-0.02774362,0.45523867
18,-1.0042416,6.120767,-0.27721995,-1.035962,1.5988348,-1.9962728,0.72984755,-1.212422,0.6468628,0.10888402,-0.2719149,0.24437906
19,-1.1955382,5.8546166,1.0223293,0.32225206,0.3626666,-2.2934942,1.622451,-0.40145522,0.9466973,0.25866643,-0.02774362,0.45523867
20,-0.15310708,5.712592,0.45318812,-0.53650206,0.6863399,-1.1254652,0.79869455,-1.1392125,0.6310656,-0.23513138,0.3682345,0.381613
21,-2.0850365,5.7697434,-0.88583416,-1.5328305,-0.02783311,-0.3013593,-0.3333601,-0.6928726,0.52621055,-0.8277273,0.091545776,0.06856109
22,0.14194533,5.921477,1.4732059,0.5281556,0.46225917,-1.6598939,1.2957121,-1.4524801,0.77534395,-0.43165985,-0.30167124,-0.0488466
23,0.5305278,6.015136,1.1327641,-1.4802115,-0.7182263,-1.6855775,-0.5068611,-0.8543825,1.1997913,-0.049376424,0.28496966,-0.094050646
24,0.5305278,6.015136,1.1327641,-1.4802115,-0.7182263,-1.6855775,-0.5068611,-0.8543825,1.1997913,-0.049376424,0.28496966,-0.094050646
25,-0.83557475,6.4671545,4.8804526,0.8215551,0.1246546,-1.4028462,1.4789076,0.00418498,1.3135021,0.41463625,-0.1028157,0.054191336
26,-1.3845513,6.1038747,2.7768068,1.2007345,-0.9726056,-1.5106549,0.68435574,0.0019502526,1.4910084,0.53714436,0.08831266,0.06953992
27,0.23708113,6.11357,5.5548644,0.41350713,-1.8674242,-1.9958682,1.0722625,-2.6479461,1.1550109,0.6120809,-0.091987446,-0.13911463
28,-1.0224512,5.573649,2.7581763,-0.7672215,-0.9087124,-1.4854258,0.63164514,-1.693028,0.74233943,-0.6264207,-0.019300204,-0.11659898
29,-1.1618308,5.13972,3.5521908,1.4900215,-0.61544913,-0.82278633,1.8399867,-0.090956256,1.9816926,0.8502466,0.8438037,0.60637826
30,-1.1618308,5.13972,3.5521908,1.4900215,-0.61544913,-0.82278633,1.8399867,-0.090956256,1.9816926,0.8502466,0.8438037,0.60637826
31,-0.45623,4.4803376,-0.1479651,-0.7731158,0.6334836,-0.72767675,0.9784898,-0.8599089,0.19504867,-1.1139282,1.2289481,-0.008663145
32,-2.0637975,5.0333686,0.28091362,-1.3692807,1.3034586,0.036011353,-0.095241114,-0.8077418,1.4790565,0.09881121,0.70357466,0.23609059
33,-2.7711506,5.4055624,-1.1997948,-0.6351034,0.8709734,-1.5402046,-0.4911967,-0.19670098,1.221245,0.070559956,0.26618025,0.37204626
34,-1.1776516,7.4975243,3.8566833,0.8237789,0.76017165,-2.3369913,1.369071,0.17668188,1.0442783,1.2462733,-0.59767324,0.40169019
35,-2.907981,4.2118177,1.6945336,0.62139446,-0.9933361,-1.9907795,1.1037221,-0.053139433,1.5162811,-0.3464817,0.7154449,0.09902924
36,-1.0394009,4.3786507,-0.005188392,0.41294253,-0.2763223,-0.51974696,0.61998,-0.6993672,1.4985304,-0.9348191,0.67889476,0.3096197
37,0.61333793,6.670372,3.969019,2.39408,0.3915911,-3.331714,0.48118037,-0.9598899,0.89742243,0.9470995,0.11536711,0.51193184
38,0.104614645,7.333495,4.641029,3.4063725,-1.6868333,-3.467825,-2.237119,-0.9982308,0.5509803,-0.15647106,-0.42792612,-0.19028535
39,0.04867866,7.045232,4.197178,2.0944061,-1.7003286,-3.1727061,-1.5885566,-1.3303992,0.37695235,-0.5692354,-0.4932643,-0.17963226
40,-1.5923597,5.589783,3.1265814,0.96055853,-1.0479785,-2.442802,0.12548682,-0.48747882,1.0610865,-0.18484291,0.22085793,0.0067667593
41,-0.91309667,6.433066,2.937201,0.96838605,-1.2262192,-0.6767081,0.71941495,-1.3595384,1.0571293,0.4510858,-0.18395968,-0.2178355
42,-0.91309667,6.433066,2.937201,0.96838605,-1.2262192,-0.6767081,0.71941495,-1.3595384,1.0571293,0.4510858,-0.18395968,-0.2178355
43,-0.4843429,6.745064,3.8887494,0.06345999,-0.23644345,-2.547704,0.83448946,-0.91409016,0.5889762,0.23288538,-0.21892685,0.5076806
44,-1.7673358,5.4917865,-3.3631334,0.29029316,0.41872877,-1.6988221,-0.061809987,-0.85712993,0.81306314,-0.81023335,-0.38457343,0.25047788
45,-3.677005,5.7541122,-3.0050483,0.260611,0.81736606,-2.2304986,0.042427927,1.0493567,0.80922085,-0.17547908,-0.14696084,0.2907819
46,-0.6605908,6.9929786,6.360206,1.3412548,-0.1543335,-3.4577146,0.6464195,-0.79303753,1.1382324,0.9493678,-0.45608276,0.011486486
47,-0.87749267,6.300071,1.6680843,0.62290245,0.3395864,-1.6300586,-0.7798814,-0.25595376,0.53464013,-0.66736007,0.07199443,0.050610863
48,-1.6464857,7.4998384,-0.99739677,-0.83139896,0.6055358,-1.6787292,-0.72928154,-0.64751804,0.04048296,-0.035513643,-0.81024987,0.15419
49,-0.73500705,7.759307,1.1585838,0.61847395,0.3420625,-2.2480469,-0.59023273,-0.7878724,0.4316012,0.3883244,-0.89407283,0.25218245
50,-1.651477,7.5052834,-0.95923823,-0.9843004,0.70229155,-1.5369898,-0.60489625,-0.6549996,0.08240219,-0.012666648,-0.8290899,0.17158085
